LCL181+1.p,0.01201,CounterSatisfiable
LCL230+1.p,0.01222,CounterSatisfiable
SYJ101+1.p,0.01188,Theorem
SYJ102+1.p,0.01208,Theorem
SYJ103+1.p,0.01188,Theorem
SYJ104+1.p,0.01185,Theorem
SYJ105+1.002.p,0.01213,Theorem
SYJ105+1.003.p,0.01202,Theorem
SYJ105+1.004.p,0.01209,Theorem
SYJ106+1.p,0.01202,Theorem
SYJ107+1.001.p,0.01212,Theorem
SYJ107+1.002.p,0.01207,Theorem
SYJ107+1.003.p,0.01189,Theorem
SYJ107+1.004.p,0.01200,Theorem
SYJ201+1.001.p,0.01197,Theorem
SYJ201+1.002.p,0.01217,Theorem
SYJ201+1.003.p,0.01200,Theorem
SYJ201+1.004.p,0.01208,Theorem
SYJ201+1.005.p,0.02200,Theorem
SYJ201+1.006.p,0.04228,Theorem
SYJ201+1.007.p,0.04200,Theorem
SYJ201+1.008.p,0.05214,Theorem
SYJ201+1.009.p,0.02203,Theorem
SYJ201+1.010.p,0.03229,Theorem
SYJ201+1.011.p,0.03215,Theorem
SYJ201+1.012.p,0.04200,Theorem
SYJ201+1.013.p,0.05204,Theorem
SYJ201+1.014.p,0.08215,Theorem
SYJ201+1.015.p,0.23226,Theorem
SYJ201+1.016.p,0.06243,Theorem
SYJ201+1.017.p,0.22232,Theorem
SYJ201+1.018.p,0.89299,Theorem
SYJ201+1.019.p,0.64284,Theorem
SYJ201+1.020.p,0.23231,Theorem
SYJ202+1.001.p,0.01203,Theorem
SYJ202+1.002.p,0.01192,Theorem
SYJ202+1.003.p,0.01202,Theorem
SYJ202+1.004.p,0.01194,Theorem
SYJ202+1.005.p,0.01203,Theorem
SYJ202+1.006.p,0.04229,Theorem
SYJ202+1.007.p,0.14248,Theorem
SYJ202+1.008.p,0.33202,Theorem
SYJ202+1.009.p,2.47233,Theorem
SYJ202+1.010.p,11.27266,Theorem
SYJ202+1.011.p,-,Timeout
SYJ202+1.012.p,-,Timeout
SYJ202+1.013.p,-,Timeout
SYJ202+1.014.p,-,Timeout
SYJ202+1.015.p,-,Timeout
SYJ202+1.016.p,-,Timeout
SYJ202+1.017.p,-,Timeout
SYJ202+1.018.p,-,Timeout
SYJ202+1.019.p,-,Timeout
SYJ202+1.020.p,-,Timeout
SYJ203+1.001.p,0.01200,Theorem
SYJ203+1.002.p,0.01216,Theorem
SYJ203+1.003.p,0.01195,Theorem
SYJ203+1.004.p,0.01227,Theorem
SYJ203+1.005.p,0.01195,Theorem
SYJ203+1.006.p,0.01195,Theorem
SYJ203+1.007.p,0.01198,Theorem
SYJ203+1.008.p,0.01204,Theorem
SYJ203+1.009.p,0.01193,Theorem
SYJ203+1.010.p,0.01212,Theorem
SYJ203+1.011.p,0.01208,Theorem
SYJ203+1.012.p,0.01208,Theorem
SYJ203+1.013.p,0.01211,Theorem
SYJ203+1.014.p,0.01292,Theorem
SYJ203+1.015.p,0.01214,Theorem
SYJ203+1.016.p,0.01215,Theorem
SYJ203+1.017.p,0.01198,Theorem
SYJ203+1.018.p,0.01232,Theorem
SYJ203+1.019.p,0.01215,Theorem
SYJ203+1.020.p,0.01230,Theorem
SYJ204+1.001.p,0.01188,Theorem
SYJ204+1.002.p,0.01210,Theorem
SYJ204+1.003.p,0.01185,Theorem
SYJ204+1.004.p,0.01195,Theorem
SYJ204+1.005.p,0.01194,Theorem
SYJ204+1.006.p,0.01213,Theorem
SYJ204+1.007.p,0.01193,Theorem
SYJ204+1.008.p,0.01200,Theorem
SYJ204+1.009.p,0.01216,Theorem
SYJ204+1.010.p,0.01207,Theorem
SYJ204+1.011.p,0.01197,Theorem
SYJ204+1.012.p,0.01188,Theorem
SYJ204+1.013.p,0.01196,Theorem
SYJ204+1.014.p,0.01196,Theorem
SYJ204+1.015.p,0.01223,Theorem
SYJ204+1.016.p,0.01198,Theorem
SYJ204+1.017.p,0.01245,Theorem
SYJ204+1.018.p,0.01320,Theorem
SYJ204+1.019.p,0.01311,Theorem
SYJ204+1.020.p,0.01277,Theorem
SYJ205+1.001.p,0.01266,Theorem
SYJ205+1.002.p,0.01317,Theorem
SYJ205+1.003.p,0.01341,Theorem
SYJ205+1.004.p,0.01336,Theorem
SYJ205+1.005.p,0.01260,Theorem
SYJ205+1.006.p,0.01240,Theorem
SYJ205+1.007.p,0.01254,Theorem
SYJ205+1.008.p,0.01274,Theorem
SYJ205+1.009.p,0.01278,Theorem
SYJ205+1.010.p,0.01231,Theorem
SYJ205+1.011.p,0.01201,Theorem
SYJ205+1.012.p,0.01200,Theorem
SYJ205+1.013.p,0.01209,Theorem
SYJ205+1.014.p,0.01188,Theorem
SYJ205+1.015.p,0.01198,Theorem
SYJ205+1.016.p,0.01196,Theorem
SYJ205+1.017.p,0.01194,Theorem
SYJ205+1.018.p,0.01192,Theorem
SYJ205+1.019.p,0.01205,Theorem
SYJ205+1.020.p,0.01225,Theorem
SYJ206+1.001.p,0.01193,Theorem
SYJ206+1.002.p,0.01186,Theorem
SYJ206+1.003.p,0.01186,Theorem
SYJ206+1.004.p,0.01200,Theorem
SYJ206+1.005.p,0.01216,Theorem
SYJ206+1.006.p,0.01207,Theorem
SYJ206+1.007.p,0.01195,Theorem
SYJ206+1.008.p,0.01182,Theorem
SYJ206+1.009.p,0.01187,Theorem
SYJ206+1.010.p,0.01194,Theorem
SYJ206+1.011.p,0.01194,Theorem
SYJ206+1.012.p,0.01188,Theorem
SYJ206+1.013.p,0.01182,Theorem
SYJ206+1.014.p,0.01189,Theorem
SYJ206+1.015.p,0.01214,Theorem
SYJ206+1.016.p,0.01192,Theorem
